0: %: 0.34		Correct: 60	Mistakes: 114	Missed: 930
1: %: 0.74		Correct: 63	Mistakes: 22	Missed: 927
2: %: 0.39		Correct: 35	Mistakes: 54	Missed: 955
3: %: 0.29		Correct: 34	Mistakes: 82	Missed: 956
4: %: 0.74		Correct: 67	Mistakes: 24	Missed: 923
5: %: 0.19		Correct: 18	Mistakes: 79	Missed: 972
6: %: 0.31		Correct: 47	Mistakes: 104	Missed: 943
7: %: 0.73		Correct: 47	Mistakes: 17	Missed: 943
8: %: 0.21		Correct: 44	Mistakes: 161	Missed: 946
9: %: 0.26		Correct: 35	Mistakes: 98	Missed: 955
