0: %: 0.35		Correct: 51	Mistakes: 95	Missed: 939
1: %: 0.75		Correct: 60	Mistakes: 20	Missed: 930
2: %: 0.49		Correct: 54	Mistakes: 56	Missed: 936
3: %: 0.26		Correct: 29	Mistakes: 82	Missed: 961
4: %: 0.60		Correct: 67	Mistakes: 44	Missed: 923
5: %: 0.32		Correct: 39	Mistakes: 82	Missed: 951
6: %: 0.31		Correct: 53	Mistakes: 116	Missed: 937
7: %: 0.71		Correct: 59	Mistakes: 24	Missed: 931
8: %: 0.26		Correct: 54	Mistakes: 151	Missed: 936
9: %: 0.27		Correct: 36	Mistakes: 98	Missed: 954
