0: %: 0.35		Correct: 54	Mistakes: 102	Missed: 936
1: %: 0.77		Correct: 65	Mistakes: 19	Missed: 925
2: %: 0.54		Correct: 38	Mistakes: 32	Missed: 952
3: %: 0.41		Correct: 52	Mistakes: 74	Missed: 938
4: %: 0.74		Correct: 77	Mistakes: 27	Missed: 913
5: %: 0.35		Correct: 45	Mistakes: 84	Missed: 945
6: %: 0.26		Correct: 35	Mistakes: 99	Missed: 955
7: %: 0.75		Correct: 62	Mistakes: 21	Missed: 928
8: %: 0.25		Correct: 52	Mistakes: 159	Missed: 938
9: %: 0.34		Correct: 38	Mistakes: 73	Missed: 952
